gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId,game_id,date
0022401221,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (7:12 PM EST),period,start,0,0,1,0022401221,2024-12-16
0022401221,4,PT12M00.00S,1,1610612765,DET,1631105,Duren,J. Duren,0,0,0,,0,,,0,h,Jump Ball Duren vs. Adebayo: Tip to Butler,Jump Ball,,1,0,2,0022401221,2024-12-16
0022401221,7,PT11M42.00S,1,1610612748,MIA,1629130,Robinson,D. Robinson,0,0,0,,0,,,0,v,Robinson Bad Pass Turnover (P1.T1),Turnover,Bad Pass,1,0,3,0022401221,2024-12-16
0022401221,7,PT11M42.00S,1,1610612765,DET,1641709,Thompson,A. Thompson,0,0,0,,0,,,0,h,Thompson STEAL (1 STL),,,1,0,4,0022401221,2024-12-16
0022401221,9,PT11M36.00S,1,1610612765,DET,1641709,Thompson,A. Thompson,-21,49,5,Missed,1,,,0,h,MISS Thompson 5' Running Layup,Missed Shot,Running Layup Shot,1,2,5,0022401221,2024-12-16
0022401221,10,PT11M34.00S,1,0,,1610612748,,,0,0,0,,0,,,0,v,Heat Rebound,Rebound,Unknown,1,0,6,0022401221,2024-12-16
0022401221,12,PT11M22.00S,1,1610612765,DET,203501,Hardaway Jr.,T. Hardaway Jr.,0,0,0,,0,,,0,h,Hardaway Jr. P.FOUL (P1.T1) (C.Blair),Foul,Personal,1,0,7,0022401221,2024-12-16
0022401221,14,PT11M13.00S,1,1610612748,MIA,1628389,Adebayo,B. Adebayo,-83,229,24,Made,1,0,3,3,v,Adebayo 24' 3PT Jump Shot (3 PTS) (Highsmith 1 AST),Made Shot,Jump Shot,1,3,8,0022401221,2024-12-16
0022401221,16,PT10M51.00S,1,1610612765,DET,1627736,Beasley,M. Beasley,120,220,25,Made,1,3,3,6,h,Beasley 25' 3PT Jump Shot (3 PTS) (Cunningham 1 AST),Made Shot,Jump Shot,1,3,9,0022401221,2024-12-16
0022401221,18,PT10M39.00S,1,1610612748,MIA,1629639,Herro,T. Herro,-51,248,25,Missed,1,,,0,v,MISS Herro 25' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,3,10,0022401221,2024-12-16
